job_title,location,salary,sector
Paralegal - Job in Columbia,"Columbia, SC 29210",Up to $35000.00,Experienced (Non-Manager)
Senior Systems Engineer Job in Salt Lake City,"Salt Lake City, UT 84121","65,000.00 - 95,000.00 $ /year",Experienced (Non-Manager)
Recruiting Specialist - Great Company! Job in Orlando,"Orlando, FL 32839",Up to $15.00,Experienced (Non-Manager)
Patent Secretary Job in Boston,"Boston, MA 02110","75,000.00 - 78,000.00 $ /year",Legal
Paralegal I at USAO (  vacancies ) Job in Pittsburgh,"Pittsburgh, PA 15219",19.31 - 19.31 $ /hour,Legal
Fact-Witness Coordinator / Legal Assistant II at USAO Job in Providence,"Providence, RI 2903",22.43 - 22.43 $ /hour,Legal
Floater Legal Secretary - Major U.S. Law Firm NYC Job in Manhattan,"Manhattan, NY 10017","45,000.00 - 50,000.00 $ /yearGenerous Paid Time Off, All holidays, Bonus, 401K with match, All Medical Dental & Vision Coverage, Life and AD&D Insurance, Retirement Plans, Flexible Spending Accounts, Transit Programs and much more.",Experienced (Non-Manager)
Legal Assistant II at USAO Job in Syracuse,"Syracuse, NY 13261",21.92 - 21.92 $ /hour,Legal
Paralegal at US Attorneys Office Job in Portland,"Portland, ME 4102",17.87 - 17.87 $ /hour,Legal
Patent Quality Control Coordinator Job in Boston,"Boston, MA 02210","75,000.00 - 85,000.00 $ /year",Legal
Road Warrior - Field Service Injection Molding Job in Knoxville,"Knoxville, TN 37902","75,000.00 - 115,000.00 $ /year",Experienced (Non-Manager)
Administrative Assistant to $K-Prestigious firm! Job in Boston,BostonMA,"0.00 - 45,000.00 $ /year",Administrative/Clerical
AngularJS Developer - Direct Hire Job in Chicago,"AngularJS Developer Location: Chicago, IL 60603 Job Summary: Tired of looking at the same jobs in the high-tech industry? Are you interested in working in the wine, beer & spirits industry? Now you have a chance to use your technology skills within a fantastic company that produces many of worlds most popular alcohol brands. When you join this team, you can take advantage of many perks in joining this exciting business! We are looking for an AngularJS Developer that will focus on new product development. This new member of the family will be given leadership opportunities to work with the business to define solutions as well as design and deliver technology solutions on both web and mobile devices. It is a great opportunity to demonstrate your leadership and software development skills while gaining in-depth knowledge of the industry. Key Responsibilities: Collaborate with the business / marketing teams to determine how technology can be applied to solve business problems Participate in software design reviews, code reviews, etc. to ensure solutions are designed to meet business needs HTML/JavaScript/CSS using AngularJS 2.0 is required Writing tested, idiomatic, asynchronous and documented JavaScript, HTML and CSS Create prototypes to help test new technologies / user interface patterns Cooperating with the back-end developer in the process of building the RESTful API Desire to work in an Agile / SCRUM based delivery models While not required on a daily basis, if you are willing and interested you can help to manage both internal as well as partners to ensure solutions deliver the intended business value Qualifications: Education Bachelors Degree Bachelors degree in Computer Science or commensurate experience 4+ years of experience software development (Technical Skills: JavaScript, HTML5, CSS, AJAX, etc.). Working knowledge of libraries/frameworks such AngularJS, node.js, D3, etc.. Experience with similar JS frameworks other than Angular may be sufficient. Creating self-contained, reusable, and testable modules and components A strong affinity / interest for being on the cutting edge of technology Qualities of flexibility; a good team player, high attention to detail are essential Extremely strong analytical and problem solving skills Solid written and verbal communication; strong interest and ability to collaborate with business stakeholders If you would like to be considered, or have any questions regarding the role, please contact me directly Jason.starck@experis.com Experis is an Equal Opportunity Employer (EOE/AA)","90,000.00 - 140,000.00 $ /year",IT/Software Development
Forklift Operator - Warehouse Job in Melrose Park,"Melrose Park, IL 60160",12.00 - 12.00 $ /hour,Logistics/Transportation
Sales Representative Job in Chicago,"Chicago, IL","75,000.00 - 90,000.00 $ /year",Sales/Retail/Business Development
Industrial Construction Superintendent Job in Chicago,"Chicago, IL","90,000.00 - 120,000.00 $ /yearpackage",Experienced (Non-Manager)
Executive Support Desk Technician Job in Chicago,"Chicago, IL 60637","76,000.00 - 76,000.00 $ /year",Desktop Service and Support
Sales Representative Job in Chicago,"Chicago, IL","75,000.00 - 90,000.00 $ /year",Sales/Retail/Business Development
!!! Immediate Hire,"Cicero, IL","0.00 - 65,000.00 $ /year",Sales/Retail/Business Development
Shipping Clerk Job in Chicago,"Chicago, IL","1,800.00 - 3,500.00 $ /month",Logistics/Transportation
Administrative Assistant Job in Chicago,ChicagoIL,18.00 - 20.00 $ /hour,Administrative/Clerical
Sales Manager Trainee Job in Cincinnati,"Cincinnati, OH 45231","60,000.00 - 80,000.00 $ /year",Insurance Agent/BrokerGeneral/Other: Sales/Business DevelopmentFinancial Products Sales/Brokerage
C#.NET Developer Job in Cincinnati,"Cincinnati, OH 45242","90,000.00 - 90,000.00 $ /year",IT/Software Development
Sales Representative- Cincinnati,"Cincinnati, OH 45214","95,000.00 - 125,000.00 $ /year",Sales/Retail/Business Development
Sales Manager â€“ Industrial Sales Job in Cincinnati,"Cincinnati, OH","60,000.00 - 80,000.00 $ /year",Sales/Retail/Business Development
Industrial â€“ Manufacturing Engineers Job in Cincinnati,"Cincinnati, OH","50,000.00 - 70,000.00 $ /year",Engineering
Implementation Project Manager Job in Cincinnati,"Cincinnati, OH","90,000.00 - 115,000.00 $ /year",Project/Program Management
Full Cycle Accounts Payable Specialist Job in North Cincinnati,"Cincinnati, OH 45249","32,000.00 - 35,000.00 $ /hour",Accounting/Finance/Insurance
Business Intelligence Analyst Job in Cincinnati,"Cincinnati, OH 45242","80,000.00 - 90,000.00 $ /year",IT/Software Development
Lead Database Administrator Job in Cincinnati,"Cincinnati, OH",40.00 - 60.00 $ /hour,Database Development/Administration
Controller Job in Cincinnati,"Cincinnati, OH 45241","85,000.00 - 140,000.00 $ /year",Experienced (Non-Manager)
Part time Accounts Payable Job in Cincinnati  body { margin:px; overflow: visible !important; } #ejb_header { color: #; font-family: Verdana,Cincinnati 45237,12.00 - 13.00 $ /hour,Experienced (Non-Manager)
.NET Developer Job in Cincinnati,"Cincinnati, OH 45202","65,000.00 - 90,000.00 $ /year",IT/Software Development
Sales Manager Trainee Job in Cincinnati,"Cincinnati, OH 45238","60,000.00 - 90,000.00 $ /year",Insurance Agent/BrokerGeneral/Other: Sales/Business DevelopmentFinancial Products Sales/Brokerage
TOOL MAKER / Tool and Die Maker Job in Cincinnati,"Cincinnati, OH","50,000.00 - 65,000.00 $ /year",Engineering
Sales Manager Trainee Job in Cincinnati,"Cincinnati, OH 45230","60,000.00 - 80,000.00 $ /year",Insurance Agent/BrokerGeneral/Other: Sales/Business DevelopmentFinancial Products Sales/Brokerage
PC and Mac Field Technicians Job in Cincinnati,"Cincinnati, OH 45202",25.00 - 35.00 $ /hour,IT/Software Development
Advertising Sales Representative with Salary Job in Indianapolis,"Indianapolis, IN 46201","40,000.00 - 100,000.00 $ /year",Sales/Retail/Business Development
Quotes Manager Job in Addison,"Addison, TX 75001",16.00 - 24.00 $ /hour,Experienced (Non-Manager)
Senior Digital Product Manager Job in Dallas,"Dallas, TX","90,000.00 - 105,000.00 $ /year",Marketing/Product
PULP & PAPER MILL JOBS Job in Charlotte,"Charlotte, NC","55,000.00 - 130,000.00 $ /year",Engineering
Project Manager - IV&V Job in Chicago,"Chicago, IL",Competitive,Manager (Manager/Supervisor of Staff)
EXBS Advisor for Kenya Job in Washington,"Washington, DC 20520","90,800.00 - 99,285.00 $ /yearPlus COLA and Post Differential",Manager (Manager/Supervisor of Staff)
Program Manager Non Profit Job in Terre Haute,"Terre Haute, IN 47807","28,000.00 - 28,500.00 $ /year",Manager (Manager/Supervisor of Staff)
Electrical Project Manager Job in Terryville,"Terryville, CT 06786",$25.00+ /hourNegotiable,Experienced (Non-Manager)
Quality Technician Job in Wichita Falls,"Wichita Falls, TX 76302",$13.00+ /hour,Quality Assurance/Safety
Quality Manager Job in Menomonee Falls,"Menomonee Falls, WI","Â 100,000.00 - 130,000.00 $ /year",Quality Assurance/Safety
Project Manager Job in Cleveland,"Cleveland, OH","60,000.00 - 85,000.00 $ /year",Experienced (Non-Manager)
Project Manager Job in King Of Prussia,"King Of Prussia, PA 19406",Full Benefits,Manager (Manager/Supervisor of Staff)
Quality Engineer Job in Council Bluffs,"Council Bluffs, IA","$75,000.00+ /year",Experienced (Non-Manager)
QC Leader Job in Secaucus,"Secaucus, NJ 07094",Will be discussed during the interview,Experienced (Non-Manager)
Project Engineer Job in Albion,"Albion, MI 49224","52,000.00 - 60,000.00 $ /year",Project/Program Management
Auto Damage Field Inspector Job in Nashville,"Nashville, TN",14.00 - 16.00 $ /hour,Quality Assurance/Safety
Senior Quality Control Technician Job in Taylor,"Taylor, MI 48180",18.00 - 25.00 $ /hour,Experienced (Non-Manager)
Project Manager Job in Saint Paul,"Saint Paul, MN",55.00 - 80.00 $ /hour,Project/Program Management
Quality Assurance Manager Job in San Jose,"San Jose, CA 95112",Bonus plan available for the right person!,Manager (Manager/Supervisor of Staff)
Quality and Document Control Specialist Job in Durham,"Durham, NC 27709",Bonus Potential,Experienced (Non-Manager)
Project Coordinator Job in Athens,"Athens, GA 30606","40,000.00 - 60,000.00 $ /yearBonus Eligible",Entry Level
Application Consultant-Acumatica Job in Maumee,"Maumee, OH 43537",competitive with bonus incentives,Experienced (Non-Manager)
Environmental and Safety Supervisor (manufacturing) Job in Portland,"Portland, ME","65,000.00 - 75,000.00 $ /yearplus $7k bonus and relocation assistance",Entry Level
Project Manager - Installation Job in Philadelphia,"Philadelphia, PA","55,000.00 - 65,000.00 $ /year",Experienced (Non-Manager)
Project Coordinator  Job in Des Moines,"Des Moines, IA 50266",23.50 - 23.50 $ /hour,Project/Program Management
Quality Engineer Job in Lansdale,"Lansdale, PA","75,000.00 - 90,000.00 $ /year10% Bonus great benefits",Experienced (Non-Manager)
SAP Manufacturing Process Engineer Job in Little Rock,"Little Rock, AR 72203",50.00 - 55.00 $ /hour,Experienced (Non-Manager)
Quality Inspector Job in Bensalem,"Bensalem, PA 19020",$13.00+ /hourProduction Bonus,Experienced (Non-Manager)
Project Coordinator Job in Columbus,"Columbus, OH",22.00 - 25.00 $ /hour,Experienced (Non-Manager)
Project Manager Job in Springville,"Springville, UT 84663","60,000.00 - 70,000.00 $ /year",Experienced (Non-Manager)
Auto Damage Field Inspector Job in Baton Rouge,"Baton Rouge, LA",14.00 - 16.00 $ /hour,Quality Assurance/Safety
Project Coordinator Job in Columbus,Project Coordinator,20.00 - 21.00 $ /hour,Project/Program Management
Quality Control Manager Job in San Diego,"San Diego, CA 92154","65,000.00 - 90,000.00 $ /year6-7% annual, year end bonus",Manager (Manager/Supervisor of Staff)
Construction Project Manager Job in Irving,"Irving, TX 75061",Dependent on Experience,Experienced (Non-Manager)
Project Manager Job in Richardson,"Richardson, TX 75080","100,000.00 - 120,000.00 $ /year",Project/Program Management
Project Engineer Job in Chicago,"Chicago, IL 60604",Salary & excellent benefits (position is not bonus eligible),Experienced (Non-Manager)
Procurement Analyst I Job in Horn Lake,Horn LakeMS,0.00 - 35.00 $ /hour,Project/Program Management
Project Coordinator Job in Santa Clara,Project Coordinator,28.00 - 33.00 $ /hour,Project/Program Management
Quality Control Technician Job in Lenexa,"Lenexa, KS 66215",Commensurate with experience and education,Experienced (Non-Manager)
Energy Efficiency Program Manager Job in Worcester,"Worcester, MA 01603","40,000.00 - 50,000.00 $ /year",Experienced (Non-Manager)
Director of Field Services Job in Charleston,"Charleston, WV 25301","35,000.00 - 40,000.00 $ /year",Experienced (Non-Manager)
Quality Assurance Manager Job in Mcgehee,"Mcgehee, AR 71654","Competitive, commensurate with market and experience",Manager (Manager/Supervisor of Staff)
Commerical Solar Project Manager Job in Piscataway,"Piscataway, NJ 08854",Full time Salary,Manager (Manager/Supervisor of Staff)
Quality Manager Job in Warren,"Warren, OH 44481","70,000.00 - 100,000.00 $ /yearAnnual Performance Bonus",Manager (Manager/Supervisor of Staff)
Project Manager II - Aston,Aston 19014,43.00 - 43.00 $ /hour,Project/Program Management
Auto Damage Field Inspector Job in Milwaukee,"Milwaukee, WI",14.00 - 16.00 $ /hour,Quality Assurance/Safety
GENERAL MANAGER- WATER DISTRICT Job in Redding,"Redding, CA 96002","70,000.00 - 90,000.00 $ /year",Project/Program Management
Superintendent Job in Justin,"Justin, TX 76247","60,000.00 - 75,000.00 $ /year",Manager (Manager/Supervisor of Staff)
Quality Engineer / Manager Job in Grand Rapids,"Grand Rapids, MI 49525","50,000.00 - 65,000.00 $ /year",Experienced (Non-Manager)
QA Product Release Associate Job function wrap(EL,Multiple locations,"75,000.00 - 100,000.00 $ /yearVariable Bonus",Experienced (Non-Manager)
